9.0,3.0,1.0,2.0,37.0,157.17,0.07,14.57,10.79,2290.24,0.05,127.24,9.0,1.0,0.0,1.0,12.0,7.0,20.0,17.0,5.0,False
10.0,1.0,1.0,1.0,40.0,166.8,0.27,3.65,45.65,609.45,0.06,33.86,8.0,3.0,2.0,2.0,5.0,13.0,21.0,19.0,1.0,False
7.0,3.0,3.0,3.0,24.0,98.1,0.2,5.06,19.38,496.63,0.03,27.59,7.0,1.0,0.0,1.0,9.0,8.0,15.0,9.0,5.0,False
123.0,27.0,8.0,27.0,388.0,2707.18,0.02,42.84,63.2,115969.02,0.9,6442.72,122.0,6.0,1.0,30.0,46.0,80.0,239.0,149.0,36.0,False
66.0,28.0,22.0,17.0,366.0,2358.12,0.02,46.25,50.98,109073.64,0.79,6059.65,66.0,7.0,0.0,8.0,32.0,55.0,207.0,159.0,52.0,False
72.0,3.0,1.0,1.0,412.0,2681.21,0.05,19.74,135.85,52918.65,0.89,2939.92,65.0,5.0,7.0,10.0,15.0,76.0,212.0,200.0,4.0,False
7.0,3.0,1.0,1.0,29.0,113.3,0.1,9.75,11.62,1104.67,0.04,61.37,7.0,0.0,0.0,1.0,9.0,6.0,16.0,13.0,5.0,False
22.0,4.0,1.0,4.0,73.0,365.0,0.07,14.0,26.07,5110.0,0.12,283.89,21.0,3.0,1.0,8.0,16.0,16.0,45.0,28.0,5.0,False
6.0,1.0,1.0,1.0,17.0,56.47,0.19,5.25,10.76,296.48,0.02,16.47,4.0,0.0,2.0,2.0,6.0,4.0,10.0,7.0,1.0,False
21.0,2.0,1.0,2.0,99.0,515.74,0.07,14.48,35.63,7465.89,0.17,414.77,21.0,3.0,0.0,8.0,16.0,21.0,61.0,38.0,3.0,False
64.0,8.0,1.0,8.0,198.0,1174.29,0.04,22.28,52.7,26165.5,0.39,1453.64,48.0,73.0,16.0,32.0,22.0,39.0,119.0,79.0,12.0,True
10.0,3.0,1.0,1.0,31.0,142.13,0.09,10.83,13.12,1539.78,0.05,85.54,10.0,0.0,0.0,2.0,15.0,9.0,18.0,13.0,5.0,False
49.0,6.0,3.0,4.0,254.0,1535.28,0.03,31.02,49.49,47629.26,0.51,2646.07,49.0,30.0,0.0,20.0,23.0,43.0,138.0,116.0,11.0,False
64.0,8.0,4.0,2.0,275.0,1662.21,0.02,40.3,41.25,66987.0,0.55,3721.5,62.0,35.0,2.0,19.0,26.0,40.0,151.0,124.0,15.0,False
63.0,11.0,5.0,6.0,267.0,1692.74,0.03,33.53,50.49,56756.57,0.56,3153.14,63.0,10.0,0.0,31.0,30.0,51.0,153.0,114.0,16.0,False
0.0,2.0,1.0,1.0,12.0,38.04,0.25,4.0,9.51,152.16,0.01,8.45,0.0,0.0,0.0,0.0,6.0,3.0,8.0,4.0,3.0,False
36.0,7.0,5.0,7.0,154.0,882.1,0.06,15.94,55.33,14063.19,0.29,781.29,35.0,9.0,1.0,23.0,18.0,35.0,92.0,62.0,13.0,False
5.0,1.0,1.0,1.0,13.0,43.19,0.17,5.83,7.4,251.91,0.01,14.0,5.0,1.0,0.0,0.0,7.0,3.0,8.0,5.0,1.0,False
88.0,36.0,15.0,24.0,516.0,3538.72,0.03,29.92,118.25,105895.19,1.18,5883.07,84.0,1.0,4.0,13.0,23.0,93.0,274.0,242.0,71.0,False
23.0,3.0,3.0,3.0,107.0,557.41,0.06,16.37,34.03,9130.93,0.19,507.27,22.0,1.0,1.0,3.0,16.0,21.0,64.0,43.0,5.0,False
5.0,1.0,1.0,1.0,23.0,94.01,0.2,5.06,18.57,475.93,0.03,26.44,5.0,1.0,0.0,4.0,9.0,8.0,14.0,9.0,1.0,False
15.0,3.0,1.0,3.0,41.0,174.17,0.09,11.0,15.83,1915.82,0.06,106.43,14.0,1.0,1.0,5.0,11.0,8.0,25.0,16.0,5.0,False
14.0,2.0,1.0,2.0,35.0,148.68,0.21,4.73,31.45,702.84,0.05,39.05,14.0,4.0,0.0,7.0,8.0,11.0,22.0,13.0,3.0,False
40.0,9.0,1.0,5.0,247.0,1492.97,0.03,33.54,44.52,50068.96,0.5,2781.61,40.0,3.0,0.0,16.0,25.0,41.0,137.0,110.0,17.0,False
0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,False
3.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,False
72.0,21.0,1.0,6.0,371.0,2431.75,0.06,16.92,143.69,41152.73,0.81,2286.26,62.0,16.0,10.0,10.0,16.0,78.0,206.0,165.0,41.0,False
8.0,1.0,1.0,1.0,14.0,42.0,0.3,3.33,12.6,140.0,0.01,7.78,7.0,4.0,1.0,4.0,5.0,3.0,10.0,4.0,1.0,False
19.0,5.0,1.0,2.0,91.0,437.47,0.04,24.81,17.63,10852.6,0.15,602.92,16.0,1.0,3.0,5.0,15.0,13.0,48.0,43.0,9.0,False
7.0,2.0,1.0,2.0,16.0,57.36,0.33,3.0,19.12,172.08,0.02,9.56,7.0,0.0,0.0,2.0,6.0,6.0,10.0,6.0,3.0,False
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
17.0,3.0,1.0,3.0,63.0,315.0,0.1,9.72,32.4,3062.5,0.11,170.14,17.0,0.0,0.0,9.0,14.0,18.0,38.0,25.0,5.0,False
17.0,1.0,1.0,1.0,60.0,285.29,0.1,10.21,27.93,2914.07,0.1,161.89,17.0,18.0,0.0,11.0,13.0,14.0,38.0,22.0,1.0,False
5.0,1.0,1.0,1.0,17.0,62.91,0.24,4.08,15.41,256.87,0.02,14.27,5.0,9.0,0.0,3.0,7.0,6.0,10.0,7.0,1.0,False
21.0,3.0,1.0,3.0,64.0,322.84,0.1,9.95,32.45,3211.42,0.11,178.41,21.0,1.0,0.0,3.0,14.0,19.0,37.0,27.0,4.0,False
107.0,25.0,7.0,14.0,619.0,4282.78,0.02,52.91,80.95,226588.75,1.43,12588.26,103.0,32.0,4.0,39.0,35.0,86.0,359.0,260.0,40.0,True
5.0,2.0,1.0,2.0,24.0,101.95,0.11,9.43,10.81,961.25,0.03,53.4,5.0,0.0,0.0,2.0,12.0,7.0,13.0,11.0,3.0,False
0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,False
9.0,1.0,1.0,1.0,31.0,131.69,0.16,6.11,21.55,804.75,0.04,44.71,9.0,13.0,0.0,9.0,10.0,9.0,20.0,11.0,1.0,False
20.0,9.0,9.0,4.0,115.0,616.12,0.05,19.57,31.49,12054.49,0.21,669.69,20.0,5.0,0.0,11.0,18.0,23.0,65.0,50.0,17.0,False
17.0,3.0,1.0,3.0,73.0,374.44,0.08,12.63,29.64,4729.74,0.12,262.76,17.0,0.0,0.0,10.0,16.0,19.0,43.0,30.0,5.0,False
83.0,15.0,5.0,6.0,558.0,3537.64,0.02,40.15,88.12,142018.98,1.18,7889.94,83.0,34.0,0.0,24.0,19.0,62.0,296.0,262.0,29.0,False
18.0,5.0,3.0,2.0,72.0,356.7,0.07,13.59,26.25,4846.95,0.12,269.28,14.0,6.0,4.0,10.0,14.0,17.0,39.0,33.0,9.0,False
5.0,1.0,1.0,1.0,12.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,5.0,0.0,0.0,2.0,7.0,3.0,8.0,4.0,1.0,False
18.0,1.0,1.0,1.0,123.0,584.85,0.19,5.3,110.26,3102.25,0.19,172.35,18.0,5.0,0.0,5.0,4.0,23.0,62.0,61.0,1.0,False
77.0,14.0,6.0,10.0,555.0,3763.65,0.02,45.0,83.64,169364.46,1.25,9409.14,77.0,9.0,0.0,25.0,30.0,80.0,315.0,240.0,27.0,False
3.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,False
0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,False
3.0,1.0,1.0,1.0,10.0,31.7,0.29,3.5,9.06,110.95,0.01,6.16,3.0,0.0,0.0,0.0,7.0,2.0,8.0,2.0,1.0,False
15.0,4.0,3.0,2.0,86.0,457.69,0.07,14.73,31.08,6740.46,0.15,374.47,14.0,6.0,1.0,8.0,18.0,22.0,50.0,36.0,7.0,True
12.0,1.0,1.0,1.0,61.0,249.34,0.22,4.62,54.02,1150.78,0.08,63.93,12.0,0.0,0.0,5.0,4.0,13.0,31.0,30.0,1.0,False
7.0,2.0,1.0,2.0,20.0,76.15,0.2,5.0,15.23,380.74,0.03,21.15,7.0,2.0,0.0,1.0,7.0,7.0,10.0,10.0,3.0,False
141.0,24.0,9.0,18.0,657.0,4553.49,0.02,51.91,87.72,236376.96,1.52,13132.05,141.0,50.0,0.0,56.0,32.0,90.0,365.0,292.0,36.0,True
4.0,3.0,3.0,3.0,23.0,85.11,0.15,6.75,12.61,574.49,0.03,31.92,4.0,0.0,0.0,0.0,9.0,4.0,17.0,6.0,5.0,False
13.0,1.0,1.0,1.0,49.0,218.51,0.23,4.31,50.67,942.33,0.07,52.35,11.0,15.0,2.0,9.0,6.0,16.0,26.0,23.0,1.0,False
13.0,2.0,1.0,1.0,43.0,188.87,0.14,7.13,26.51,1345.7,0.06,74.76,13.0,0.0,0.0,1.0,9.0,12.0,24.0,19.0,3.0,False
48.0,3.0,1.0,2.0,248.0,1470.82,0.03,33.59,43.78,49408.04,0.49,2744.89,37.0,27.0,11.0,23.0,23.0,38.0,137.0,111.0,5.0,True
76.0,21.0,3.0,2.0,331.0,2121.51,0.03,30.42,69.75,64529.21,0.71,3584.96,73.0,35.0,3.0,122.0,25.0,60.0,185.0,146.0,41.0,False
0.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,False
37.0,3.0,1.0,3.0,187.0,1095.44,0.04,24.97,43.87,27356.45,0.37,1519.8,35.0,15.0,2.0,24.0,21.0,37.0,99.0,88.0,5.0,True
11.0,1.0,1.0,1.0,44.0,193.26,0.24,4.2,46.01,811.7,0.06,45.09,10.0,15.0,1.0,13.0,6.0,15.0,23.0,21.0,1.0,False
5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,5.0,0.0,0.0,1.0,4.0,3.0,4.0,3.0,1.0,False
64.0,8.0,1.0,8.0,198.0,1174.29,0.04,22.28,52.7,26165.5,0.39,1453.64,48.0,73.0,16.0,32.0,22.0,39.0,119.0,79.0,12.0,True
0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,False
5.0,1.0,1.0,1.0,22.0,69.74,0.18,5.63,12.4,392.28,0.02,21.79,5.0,0.0,0.0,2.0,5.0,4.0,13.0,9.0,1.0,False
10.0,3.0,1.0,1.0,31.0,142.13,0.09,10.83,13.12,1539.78,0.05,85.54,10.0,0.0,0.0,2.0,15.0,9.0,18.0,13.0,5.0,False
505.0,106.0,41.0,82.0,2339.0,20696.93,0.01,75.93,272.58,1571506.88,6.9,87305.94,457.0,71.0,48.0,49.0,64.0,397.0,1397.0,942.0,178.0,True
89.0,20.0,12.0,10.0,337.0,2198.44,0.04,23.83,92.24,52396.16,0.73,2910.9,87.0,35.0,2.0,27.0,23.0,69.0,194.0,143.0,39.0,False
39.0,6.0,3.0,4.0,133.0,779.11,0.06,15.89,49.03,12381.56,0.26,687.86,39.0,11.0,0.0,8.0,21.0,37.0,77.0,56.0,11.0,False
4.0,1.0,1.0,1.0,20.0,71.7,0.25,4.0,17.92,286.8,0.02,15.93,4.0,2.0,0.0,2.0,6.0,6.0,12.0,8.0,1.0,False
35.0,7.0,5.0,7.0,148.0,843.67,0.06,15.62,54.02,13176.06,0.28,732.0,34.0,5.0,1.0,22.0,18.0,34.0,89.0,59.0,13.0,False
5.0,2.0,1.0,2.0,24.0,101.95,0.11,9.43,10.81,961.25,0.03,53.4,5.0,0.0,0.0,2.0,12.0,7.0,13.0,11.0,3.0,False
17.0,1.0,1.0,1.0,60.0,285.29,0.1,10.21,27.93,2914.07,0.1,161.89,17.0,18.0,0.0,11.0,13.0,14.0,38.0,22.0,1.0,False
8.0,1.0,1.0,1.0,51.0,216.64,0.22,4.46,48.53,967.16,0.07,53.73,8.0,0.0,0.0,0.0,5.0,14.0,26.0,25.0,1.0,False
28.0,4.0,1.0,2.0,108.0,519.19,0.05,19.13,27.15,9929.59,0.17,551.64,26.0,7.0,2.0,6.0,12.0,16.0,57.0,51.0,7.0,False
23.0,5.0,1.0,5.0,76.0,365.36,0.07,13.43,27.2,4907.99,0.12,272.67,23.0,7.0,0.0,10.0,13.0,15.0,45.0,31.0,9.0,False
5.0,1.0,1.0,1.0,22.0,69.74,0.18,5.63,12.4,392.28,0.02,21.79,5.0,0.0,0.0,2.0,5.0,4.0,13.0,9.0,1.0,False
21.0,2.0,1.0,2.0,99.0,515.74,0.07,14.48,35.63,7465.89,0.17,414.77,21.0,3.0,0.0,8.0,16.0,21.0,61.0,38.0,3.0,False
8.0,2.0,1.0,1.0,11.0,33.0,0.22,4.5,7.33,148.5,0.01,8.25,6.0,3.0,2.0,2.0,6.0,2.0,8.0,3.0,3.0,False
31.0,3.0,1.0,1.0,252.0,1517.64,0.06,17.4,87.22,26406.88,0.51,1467.05,31.0,27.0,0.0,12.0,15.0,50.0,136.0,116.0,5.0,False
45.0,11.0,8.0,3.0,203.0,1227.01,0.04,27.74,44.23,34042.1,0.41,1891.23,43.0,20.0,2.0,24.0,25.0,41.0,112.0,91.0,21.0,False
33.0,9.0,4.0,5.0,223.0,1338.0,0.03,39.36,34.0,52659.86,0.45,2925.55,28.0,1.0,5.0,1.0,29.0,35.0,128.0,95.0,15.0,False
22.0,1.0,1.0,1.0,144.0,786.16,0.06,16.0,49.13,12578.53,0.26,698.81,22.0,22.0,0.0,11.0,16.0,28.0,88.0,56.0,1.0,False
39.0,8.0,1.0,8.0,175.0,977.37,0.04,24.9,39.25,24336.47,0.33,1352.03,39.0,3.0,0.0,5.0,18.0,30.0,92.0,83.0,15.0,False
72.0,3.0,1.0,1.0,412.0,2681.21,0.05,19.74,135.85,52918.65,0.89,2939.92,65.0,5.0,7.0,10.0,15.0,76.0,212.0,200.0,4.0,False
3.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,3.0,0.0,0.0,1.0,4.0,5.0,6.0,5.0,1.0,False
0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,False
3.0,3.0,1.0,2.0,32.0,135.93,0.11,8.89,15.29,1208.3,0.05,67.13,3.0,0.0,0.0,0.0,10.0,9.0,16.0,16.0,5.0,False
51.0,14.0,9.0,11.0,245.0,1496.59,0.05,21.88,68.42,32737.87,0.5,1818.77,51.0,10.0,0.0,28.0,21.0,48.0,145.0,100.0,27.0,False
6.0,2.0,1.0,2.0,17.0,64.73,0.21,4.67,13.87,302.05,0.02,16.78,5.0,3.0,1.0,2.0,8.0,6.0,10.0,7.0,3.0,False
10.0,3.0,1.0,1.0,31.0,142.13,0.09,10.83,13.12,1539.78,0.05,85.54,10.0,0.0,0.0,2.0,15.0,9.0,18.0,13.0,5.0,False
5.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,5.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0,1.0,True
18.0,5.0,3.0,2.0,72.0,356.7,0.07,13.59,26.25,4846.95,0.12,269.28,14.0,6.0,4.0,10.0,14.0,17.0,39.0,33.0,9.0,False
153.0,25.0,6.0,13.0,841.0,5942.58,0.02,61.92,95.98,367939.9,1.98,20441.11,153.0,55.0,0.0,55.0,33.0,101.0,462.0,379.0,40.0,True
4.0,1.0,1.0,1.0,11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,4.0,0.0,0.0,0.0,5.0,4.0,6.0,5.0,1.0,False
10.0,1.0,1.0,1.0,39.0,162.63,0.17,5.73,28.4,931.41,0.05,51.74,10.0,9.0,0.0,7.0,7.0,11.0,21.0,18.0,1.0,False
15.0,3.0,1.0,2.0,45.0,200.67,0.1,10.5,19.11,2107.08,0.07,117.06,14.0,0.0,1.0,2.0,11.0,11.0,24.0,21.0,5.0,False
5.0,1.0,1.0,1.0,8.0,20.68,0.5,2.0,10.34,41.36,0.01,2.3,5.0,0.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,False
64.0,12.0,8.0,7.0,368.0,2358.66,0.03,36.58,64.48,86270.84,0.79,4792.82,54.0,18.0,10.0,80.0,26.0,59.0,202.0,166.0,23.0,True
27.0,5.0,1.0,3.0,142.0,728.36,0.04,22.33,32.61,16266.67,0.24,903.7,27.0,3.0,0.0,12.0,14.0,21.0,75.0,67.0,9.0,False
31.0,3.0,1.0,1.0,252.0,1517.64,0.06,17.4,87.22,26406.88,0.51,1467.05,31.0,27.0,0.0,12.0,15.0,50.0,136.0,116.0,5.0,False
6.0,2.0,1.0,1.0,21.0,77.71,0.07,15.0,5.18,1165.64,0.03,64.76,6.0,1.0,0.0,0.0,10.0,3.0,12.0,9.0,3.0,False
5.0,1.0,1.0,1.0,23.0,94.01,0.2,5.06,18.57,475.93,0.03,26.44,5.0,1.0,0.0,4.0,9.0,8.0,14.0,9.0,1.0,False
14.0,2.0,1.0,2.0,63.0,272.28,0.07,15.0,18.15,4084.22,0.09,226.9,14.0,0.0,0.0,2.0,10.0,10.0,33.0,30.0,3.0,False
5.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,5.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0,1.0,True
55.0,15.0,1.0,14.0,159.0,957.56,0.05,19.67,48.69,18831.94,0.32,1046.22,55.0,0.0,0.0,19.0,26.0,39.0,100.0,59.0,17.0,False
46.0,14.0,9.0,4.0,238.0,1533.42,0.04,22.38,68.52,34316.47,0.51,1906.47,46.0,8.0,0.0,42.0,25.0,62.0,127.0,111.0,27.0,False
19.0,3.0,1.0,2.0,161.0,899.18,0.06,15.45,58.18,13896.4,0.3,772.02,19.0,13.0,0.0,12.0,15.0,33.0,93.0,68.0,5.0,False
6.0,1.0,1.0,1.0,16.0,50.72,0.23,4.38,11.59,221.89,0.02,12.33,4.0,0.0,2.0,2.0,5.0,4.0,9.0,7.0,1.0,False
27.0,8.0,4.0,6.0,105.0,579.97,0.06,16.8,34.52,9743.56,0.19,541.31,25.0,0.0,2.0,9.0,21.0,25.0,65.0,40.0,12.0,False
3.0,1.0,1.0,1.0,12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,3.0,0.0,0.0,1.0,7.0,4.0,8.0,4.0,1.0,False
34.0,6.0,6.0,6.0,176.0,1026.58,0.06,17.0,60.39,17452.01,0.34,969.56,34.0,5.0,0.0,19.0,19.0,38.0,108.0,68.0,11.0,False
42.0,6.0,1.0,6.0,221.0,1401.11,0.12,8.26,169.61,11574.36,0.47,643.02,37.0,10.0,5.0,5.0,12.0,69.0,126.0,95.0,11.0,False
31.0,3.0,1.0,1.0,252.0,1517.64,0.06,17.4,87.22,26406.88,0.51,1467.05,31.0,27.0,0.0,11.0,15.0,50.0,136.0,116.0,5.0,False
6.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,6.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0,1.0,True
77.0,14.0,6.0,10.0,555.0,3763.65,0.02,45.0,83.64,169364.46,1.25,9409.14,77.0,9.0,0.0,25.0,30.0,80.0,315.0,240.0,27.0,False
8.0,2.0,1.0,1.0,27.0,114.69,0.15,6.67,17.2,764.63,0.04,42.48,8.0,0.0,0.0,0.0,10.0,9.0,15.0,12.0,3.0,False
17.0,3.0,1.0,3.0,73.0,374.44,0.08,12.63,29.64,4729.74,0.12,262.76,17.0,0.0,0.0,10.0,16.0,19.0,43.0,30.0,5.0,False
6.0,1.0,1.0,1.0,15.0,45.0,0.56,1.8,25.0,81.0,0.02,4.5,6.0,0.0,0.0,1.0,3.0,5.0,9.0,6.0,1.0,False
109.0,21.0,5.0,18.0,381.0,2547.56,0.04,28.37,89.79,72282.68,0.85,4015.7,97.0,41.0,12.0,24.0,28.0,75.0,229.0,152.0,38.0,True
20.0,9.0,9.0,4.0,115.0,616.12,0.05,19.57,31.49,12054.49,0.21,669.69,20.0,5.0,0.0,11.0,18.0,23.0,65.0,50.0,17.0,False
88.0,36.0,15.0,24.0,516.0,3538.72,0.03,29.92,118.25,105895.19,1.18,5883.07,84.0,1.0,4.0,13.0,23.0,93.0,274.0,242.0,71.0,False
31.0,7.0,5.0,4.0,125.0,669.69,0.03,28.88,23.19,19337.41,0.22,1074.3,26.0,19.0,5.0,19.0,21.0,20.0,70.0,55.0,13.0,False
60.0,12.0,4.0,7.0,183.0,1080.96,0.04,26.43,40.9,28568.25,0.36,1587.13,58.0,0.0,2.0,13.0,25.0,35.0,109.0,74.0,16.0,True
13.0,2.0,1.0,1.0,43.0,188.87,0.14,7.13,26.51,1345.7,0.06,74.76,13.0,0.0,0.0,1.0,9.0,12.0,24.0,19.0,3.0,False
12.0,2.0,1.0,2.0,46.0,184.0,0.09,11.0,16.73,2024.0,0.06,112.44,12.0,0.0,0.0,0.0,8.0,8.0,24.0,22.0,3.0,False
0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,False
21.0,7.0,1.0,6.0,139.0,763.37,0.05,18.48,41.3,14109.14,0.25,783.84,21.0,0.0,0.0,1.0,16.0,29.0,72.0,67.0,13.0,False
12.0,4.0,1.0,1.0,48.0,220.08,0.1,10.05,21.91,2210.79,0.07,122.82,12.0,0.0,0.0,1.0,13.0,11.0,31.0,17.0,7.0,False
103.0,19.0,6.0,7.0,716.0,4670.87,0.02,43.99,106.19,205454.31,1.56,11414.13,101.0,37.0,2.0,31.0,19.0,73.0,378.0,338.0,37.0,False
31.0,7.0,5.0,4.0,125.0,665.24,0.03,30.39,21.89,20219.83,0.22,1123.32,27.0,21.0,4.0,19.0,21.0,19.0,70.0,55.0,13.0,False
33.0,9.0,4.0,5.0,223.0,1338.0,0.03,39.36,34.0,52659.86,0.45,2925.55,28.0,1.0,5.0,1.0,29.0,35.0,128.0,95.0,15.0,False
